Time,Y,Y_type,CL_Drug,ConcInit,CL,Drug
18,0,IL2,HighExprHighAffinity,0,HighExpr,HighAffinity
44,0,IL2,HighExprHighAffinity,0,HighExpr,HighAffinity
68,1.27791,IL2,HighExprHighAffinity,0,HighExpr,HighAffinity
94,1.52683433333333,IL2,HighExprHighAffinity,0,HighExpr,HighAffinity
18,0,IL2,HighExprHighAffinity,0.5,HighExpr,HighAffinity
44,0,IL2,HighExprHighAffinity,0.5,HighExpr,HighAffinity
68,2.21137766666667,IL2,HighExprHighAffinity,0.5,HighExpr,HighAffinity
94,21.2541123333333,IL2,HighExprHighAffinity,0.5,HighExpr,HighAffinity
18,0,IL2,HighExprHighAffinity,5,HighExpr,HighAffinity
44,0,IL2,HighExprHighAffinity,5,HighExpr,HighAffinity
68,1.58906566666667,IL2,HighExprHighAffinity,5,HighExpr,HighAffinity
94,1.02898533333333,IL2,HighExprHighAffinity,5,HighExpr,HighAffinity
18,0,IL2,HighExprHighAffinity,50,HighExpr,HighAffinity
44,0,IL2,HighExprHighAffinity,50,HighExpr,HighAffinity
68,1.360885,IL2,HighExprHighAffinity,50,HighExpr,HighAffinity
94,1.25716633333333,IL2,HighExprHighAffinity,50,HighExpr,HighAffinity
18,8.31081333333333,IL2,HighExprHighAffinity,500,HighExpr,HighAffinity
44,68.99023,IL2,HighExprHighAffinity,500,HighExpr,HighAffinity
68,39.9442033333333,IL2,HighExprHighAffinity,500,HighExpr,HighAffinity
94,2.605508,IL2,HighExprHighAffinity,500,HighExpr,HighAffinity
18,10.2538046666667,IL2,HighExprHighAffinity,5000,HighExpr,HighAffinity
44,107.358706666667,IL2,HighExprHighAffinity,5000,HighExpr,HighAffinity
68,168.6175,IL2,HighExprHighAffinity,5000,HighExpr,HighAffinity
94,12.9773676666667,IL2,HighExprHighAffinity,5000,HighExpr,HighAffinity
18,22.49242,IL2,HighExprHighAffinity,50000,HighExpr,HighAffinity
44,147.268213333333,IL2,HighExprHighAffinity,50000,HighExpr,HighAffinity
68,278.994793333333,IL2,HighExprHighAffinity,50000,HighExpr,HighAffinity
94,421.93979,IL2,HighExprHighAffinity,50000,HighExpr,HighAffinity
18,0,IL10,HighExprHighAffinity,0,HighExpr,HighAffinity
44,0,IL10,HighExprHighAffinity,0,HighExpr,HighAffinity
68,0,IL10,HighExprHighAffinity,0,HighExpr,HighAffinity
94,0,IL10,HighExprHighAffinity,0,HighExpr,HighAffinity
18,0,IL10,HighExprHighAffinity,0.5,HighExpr,HighAffinity
44,0,IL10,HighExprHighAffinity,0.5,HighExpr,HighAffinity
68,68.9346733333334,IL10,HighExprHighAffinity,0.5,HighExpr,HighAffinity
94,130.7422,IL10,HighExprHighAffinity,0.5,HighExpr,HighAffinity
18,52.7260666666667,IL10,HighExprHighAffinity,5,HighExpr,HighAffinity
44,43.1117633333333,IL10,HighExprHighAffinity,5,HighExpr,HighAffinity
68,143.547623333333,IL10,HighExprHighAffinity,5,HighExpr,HighAffinity
94,402.8433,IL10,HighExprHighAffinity,5,HighExpr,HighAffinity
18,119.894943333333,IL10,HighExprHighAffinity,50,HighExpr,HighAffinity
44,219.844366666667,IL10,HighExprHighAffinity,50,HighExpr,HighAffinity
68,250.5441,IL10,HighExprHighAffinity,50,HighExpr,HighAffinity
94,387.448333333333,IL10,HighExprHighAffinity,50,HighExpr,HighAffinity
18,197.8594,IL10,HighExprHighAffinity,500,HighExpr,HighAffinity
44,404.977166666667,IL10,HighExprHighAffinity,500,HighExpr,HighAffinity
68,743.325366666667,IL10,HighExprHighAffinity,500,HighExpr,HighAffinity
94,1570.78333333333,IL10,HighExprHighAffinity,500,HighExpr,HighAffinity
18,204.848666666667,IL10,HighExprHighAffinity,5000,HighExpr,HighAffinity
44,480.3494,IL10,HighExprHighAffinity,5000,HighExpr,HighAffinity
68,831.142133333333,IL10,HighExprHighAffinity,5000,HighExpr,HighAffinity
94,1885.99666666667,IL10,HighExprHighAffinity,5000,HighExpr,HighAffinity
18,223.7163,IL10,HighExprHighAffinity,50000,HighExpr,HighAffinity
44,546.336966666667,IL10,HighExprHighAffinity,50000,HighExpr,HighAffinity
68,1045.93183333333,IL10,HighExprHighAffinity,50000,HighExpr,HighAffinity
94,2937.29333333333,IL10,HighExprHighAffinity,50000,HighExpr,HighAffinity
18,0,IL6,HighExprHighAffinity,0,HighExpr,HighAffinity
44,0,IL6,HighExprHighAffinity,0,HighExpr,HighAffinity
68,0,IL6,HighExprHighAffinity,0,HighExpr,HighAffinity
94,0,IL6,HighExprHighAffinity,0,HighExpr,HighAffinity
18,0,IL6,HighExprHighAffinity,0.5,HighExpr,HighAffinity
44,0,IL6,HighExprHighAffinity,0.5,HighExpr,HighAffinity
68,0,IL6,HighExprHighAffinity,0.5,HighExpr,HighAffinity
94,0,IL6,HighExprHighAffinity,0.5,HighExpr,HighAffinity
18,0,IL6,HighExprHighAffinity,5,HighExpr,HighAffinity
44,0,IL6,HighExprHighAffinity,5,HighExpr,HighAffinity
68,23.5357133333333,IL6,HighExprHighAffinity,5,HighExpr,HighAffinity
94,35.6577733333333,IL6,HighExprHighAffinity,5,HighExpr,HighAffinity
18,13.9525276666667,IL6,HighExprHighAffinity,50,HighExpr,HighAffinity
44,59.2127133333333,IL6,HighExprHighAffinity,50,HighExpr,HighAffinity
68,146.920966666667,IL6,HighExprHighAffinity,50,HighExpr,HighAffinity
94,200.407533333333,IL6,HighExprHighAffinity,50,HighExpr,HighAffinity
18,67.63519,IL6,HighExprHighAffinity,500,HighExpr,HighAffinity
44,231.150333333333,IL6,HighExprHighAffinity,500,HighExpr,HighAffinity
68,347.4072,IL6,HighExprHighAffinity,500,HighExpr,HighAffinity
94,724.568466666667,IL6,HighExprHighAffinity,500,HighExpr,HighAffinity
18,48.2805066666667,IL6,HighExprHighAffinity,5000,HighExpr,HighAffinity
44,256.545433333333,IL6,HighExprHighAffinity,5000,HighExpr,HighAffinity
68,469.4149,IL6,HighExprHighAffinity,5000,HighExpr,HighAffinity
94,953.8643,IL6,HighExprHighAffinity,5000,HighExpr,HighAffinity
18,43.6864266666667,IL6,HighExprHighAffinity,50000,HighExpr,HighAffinity
44,206.988933333333,IL6,HighExprHighAffinity,50000,HighExpr,HighAffinity
68,460.047866666667,IL6,HighExprHighAffinity,50000,HighExpr,HighAffinity
94,850.394033333333,IL6,HighExprHighAffinity,50000,HighExpr,HighAffinity
18,0,IFNg,HighExprHighAffinity,0,HighExpr,HighAffinity
44,0,IFNg,HighExprHighAffinity,0,HighExpr,HighAffinity
68,0,IFNg,HighExprHighAffinity,0,HighExpr,HighAffinity
94,0,IFNg,HighExprHighAffinity,0,HighExpr,HighAffinity
18,0,IFNg,HighExprHighAffinity,0.5,HighExpr,HighAffinity
44,0,IFNg,HighExprHighAffinity,0.5,HighExpr,HighAffinity
68,0,IFNg,HighExprHighAffinity,0.5,HighExpr,HighAffinity
94,0,IFNg,HighExprHighAffinity,0.5,HighExpr,HighAffinity
18,0,IFNg,HighExprHighAffinity,5,HighExpr,HighAffinity
44,0,IFNg,HighExprHighAffinity,5,HighExpr,HighAffinity
68,37.9275466666667,IFNg,HighExprHighAffinity,5,HighExpr,HighAffinity
94,158.4952,IFNg,HighExprHighAffinity,5,HighExpr,HighAffinity
18,0,IFNg,HighExprHighAffinity,50,HighExpr,HighAffinity
44,96.5365566666667,IFNg,HighExprHighAffinity,50,HighExpr,HighAffinity
68,276.235766666667,IFNg,HighExprHighAffinity,50,HighExpr,HighAffinity
94,864.724933333333,IFNg,HighExprHighAffinity,50,HighExpr,HighAffinity
18,0,IFNg,HighExprHighAffinity,500,HighExpr,HighAffinity
44,624.122133333333,IFNg,HighExprHighAffinity,500,HighExpr,HighAffinity
68,2132.31266666667,IFNg,HighExprHighAffinity,500,HighExpr,HighAffinity
94,3999.65033333333,IFNg,HighExprHighAffinity,500,HighExpr,HighAffinity
18,0,IFNg,HighExprHighAffinity,5000,HighExpr,HighAffinity
44,795.0185,IFNg,HighExprHighAffinity,5000,HighExpr,HighAffinity
68,3107.92466666667,IFNg,HighExprHighAffinity,5000,HighExpr,HighAffinity
94,4098.57533333333,IFNg,HighExprHighAffinity,5000,HighExpr,HighAffinity
18,0,IFNg,HighExprHighAffinity,50000,HighExpr,HighAffinity
44,895.903366666667,IFNg,HighExprHighAffinity,50000,HighExpr,HighAffinity
68,3349.155,IFNg,HighExprHighAffinity,50000,HighExpr,HighAffinity
94,4031.43733333333,IFNg,HighExprHighAffinity,50000,HighExpr,HighAffinity
18,0,TNFa,HighExprHighAffinity,0,HighExpr,HighAffinity
44,0,TNFa,HighExprHighAffinity,0,HighExpr,HighAffinity
68,0,TNFa,HighExprHighAffinity,0,HighExpr,HighAffinity
94,0,TNFa,HighExprHighAffinity,0,HighExpr,HighAffinity
18,0,TNFa,HighExprHighAffinity,0.5,HighExpr,HighAffinity
44,0,TNFa,HighExprHighAffinity,0.5,HighExpr,HighAffinity
68,0,TNFa,HighExprHighAffinity,0.5,HighExpr,HighAffinity
94,0,TNFa,HighExprHighAffinity,0.5,HighExpr,HighAffinity
18,0,TNFa,HighExprHighAffinity,5,HighExpr,HighAffinity
44,0,TNFa,HighExprHighAffinity,5,HighExpr,HighAffinity
68,0,TNFa,HighExprHighAffinity,5,HighExpr,HighAffinity
94,9.544323,TNFa,HighExprHighAffinity,5,HighExpr,HighAffinity
18,0,TNFa,HighExprHighAffinity,50,HighExpr,HighAffinity
44,36.9275833333333,TNFa,HighExprHighAffinity,50,HighExpr,HighAffinity
68,79.83588,TNFa,HighExprHighAffinity,50,HighExpr,HighAffinity
94,92.3293666666667,TNFa,HighExprHighAffinity,50,HighExpr,HighAffinity
18,0,TNFa,HighExprHighAffinity,500,HighExpr,HighAffinity
44,213.4785,TNFa,HighExprHighAffinity,500,HighExpr,HighAffinity
68,478.512266666667,TNFa,HighExprHighAffinity,500,HighExpr,HighAffinity
94,934.334766666666,TNFa,HighExprHighAffinity,500,HighExpr,HighAffinity
18,0,TNFa,HighExprHighAffinity,5000,HighExpr,HighAffinity
44,195.387233333333,TNFa,HighExprHighAffinity,5000,HighExpr,HighAffinity
68,796.738233333333,TNFa,HighExprHighAffinity,5000,HighExpr,HighAffinity
94,1426.96433333333,TNFa,HighExprHighAffinity,5000,HighExpr,HighAffinity
18,0,TNFa,HighExprHighAffinity,50000,HighExpr,HighAffinity
44,199.4678,TNFa,HighExprHighAffinity,50000,HighExpr,HighAffinity
68,646.6904,TNFa,HighExprHighAffinity,50000,HighExpr,HighAffinity
94,1531.62366666667,TNFa,HighExprHighAffinity,50000,HighExpr,HighAffinity
18,0,IFNg,HighExprLowAffinity,0,HighExpr,LowAffinity
44,0,IFNg,HighExprLowAffinity,0,HighExpr,LowAffinity
68,0,IFNg,HighExprLowAffinity,0,HighExpr,LowAffinity
94,0,IFNg,HighExprLowAffinity,0,HighExpr,LowAffinity
18,0,IFNg,HighExprLowAffinity,0.5,HighExpr,LowAffinity
44,0,IFNg,HighExprLowAffinity,0.5,HighExpr,LowAffinity
68,0,IFNg,HighExprLowAffinity,0.5,HighExpr,LowAffinity
94,25.3124883333333,IFNg,HighExprLowAffinity,0.5,HighExpr,LowAffinity
18,0,IFNg,HighExprLowAffinity,5,HighExpr,LowAffinity
44,0,IFNg,HighExprLowAffinity,5,HighExpr,LowAffinity
68,0,IFNg,HighExprLowAffinity,5,HighExpr,LowAffinity
94,126.042933333333,IFNg,HighExprLowAffinity,5,HighExpr,LowAffinity
18,0,IFNg,HighExprLowAffinity,50,HighExpr,LowAffinity
44,0,IFNg,HighExprLowAffinity,50,HighExpr,LowAffinity
68,71.71025,IFNg,HighExprLowAffinity,50,HighExpr,LowAffinity
94,430.5386,IFNg,HighExprLowAffinity,50,HighExpr,LowAffinity
18,0,IFNg,HighExprLowAffinity,500,HighExpr,LowAffinity
44,112.613846666667,IFNg,HighExprLowAffinity,500,HighExpr,LowAffinity
68,304.102933333333,IFNg,HighExprLowAffinity,500,HighExpr,LowAffinity
94,1212.64856666667,IFNg,HighExprLowAffinity,500,HighExpr,LowAffinity
18,0,IFNg,HighExprLowAffinity,5000,HighExpr,LowAffinity
44,256.354666666667,IFNg,HighExprLowAffinity,5000,HighExpr,LowAffinity
68,1194.78336666667,IFNg,HighExprLowAffinity,5000,HighExpr,LowAffinity
94,2615.81866666667,IFNg,HighExprLowAffinity,5000,HighExpr,LowAffinity
18,0,IFNg,HighExprLowAffinity,50000,HighExpr,LowAffinity
44,371.834633333333,IFNg,HighExprLowAffinity,50000,HighExpr,LowAffinity
68,1532.99033333333,IFNg,HighExprLowAffinity,50000,HighExpr,LowAffinity
94,3849.95633333333,IFNg,HighExprLowAffinity,50000,HighExpr,LowAffinity
18,0,IL10,HighExprLowAffinity,0,HighExpr,LowAffinity
44,0,IL10,HighExprLowAffinity,0,HighExpr,LowAffinity
68,0,IL10,HighExprLowAffinity,0,HighExpr,LowAffinity
94,0,IL10,HighExprLowAffinity,0,HighExpr,LowAffinity
18,0,IL10,HighExprLowAffinity,0.5,HighExpr,LowAffinity
44,0,IL10,HighExprLowAffinity,0.5,HighExpr,LowAffinity
68,62.5888833333333,IL10,HighExprLowAffinity,0.5,HighExpr,LowAffinity
94,287.651366666667,IL10,HighExprLowAffinity,0.5,HighExpr,LowAffinity
18,10.10155,IL10,HighExprLowAffinity,5,HighExpr,LowAffinity
44,23.2596983333333,IL10,HighExprLowAffinity,5,HighExpr,LowAffinity
68,18.6235683333333,IL10,HighExprLowAffinity,5,HighExpr,LowAffinity
94,375.7527,IL10,HighExprLowAffinity,5,HighExpr,LowAffinity
18,23.7519033333333,IL10,HighExprLowAffinity,50,HighExpr,LowAffinity
44,67.4592366666667,IL10,HighExprLowAffinity,50,HighExpr,LowAffinity
68,249.832666666667,IL10,HighExprLowAffinity,50,HighExpr,LowAffinity
94,171.06505,IL10,HighExprLowAffinity,50,HighExpr,LowAffinity
18,101.421063333333,IL10,HighExprLowAffinity,500,HighExpr,LowAffinity
44,282.681903333333,IL10,HighExprLowAffinity,500,HighExpr,LowAffinity
68,273.480033333333,IL10,HighExprLowAffinity,500,HighExpr,LowAffinity
94,580.298066666667,IL10,HighExprLowAffinity,500,HighExpr,LowAffinity
18,152.970766666667,IL10,HighExprLowAffinity,5000,HighExpr,LowAffinity
44,280.975566666667,IL10,HighExprLowAffinity,5000,HighExpr,LowAffinity
68,337.3649,IL10,HighExprLowAffinity,5000,HighExpr,LowAffinity
94,685.8717,IL10,HighExprLowAffinity,5000,HighExpr,LowAffinity
18,126.654496666667,IL10,HighExprLowAffinity,50000,HighExpr,LowAffinity
44,362.4839,IL10,HighExprLowAffinity,50000,HighExpr,LowAffinity
68,471.907233333333,IL10,HighExprLowAffinity,50000,HighExpr,LowAffinity
94,1557.18133333333,IL10,HighExprLowAffinity,50000,HighExpr,LowAffinity
18,0,IL2,HighExprLowAffinity,0,HighExpr,LowAffinity
44,0,IL2,HighExprLowAffinity,0,HighExpr,LowAffinity
68,1.02898533333333,IL2,HighExprLowAffinity,0,HighExpr,LowAffinity
94,1.09121666666667,IL2,HighExprLowAffinity,0,HighExpr,LowAffinity
18,0,IL2,HighExprLowAffinity,0.5,HighExpr,LowAffinity
44,0,IL2,HighExprLowAffinity,0.5,HighExpr,LowAffinity
68,1.58906566666667,IL2,HighExprLowAffinity,0.5,HighExpr,LowAffinity
94,1.73427166666667,IL2,HighExprLowAffinity,0.5,HighExpr,LowAffinity
18,0,IL2,HighExprLowAffinity,5,HighExpr,LowAffinity
44,0,IL2,HighExprLowAffinity,5,HighExpr,LowAffinity
68,1.81724666666667,IL2,HighExprLowAffinity,5,HighExpr,LowAffinity
94,2.06617133333333,IL2,HighExprLowAffinity,5,HighExpr,LowAffinity
18,0,IL2,HighExprLowAffinity,50,HighExpr,LowAffinity
44,0,IL2,HighExprLowAffinity,50,HighExpr,LowAffinity
68,1.36088466666667,IL2,HighExprLowAffinity,50,HighExpr,LowAffinity
94,1.46460333333333,IL2,HighExprLowAffinity,50,HighExpr,LowAffinity
18,0,IL2,HighExprLowAffinity,500,HighExpr,LowAffinity
44,0,IL2,HighExprLowAffinity,500,HighExpr,LowAffinity
68,1.485347,IL2,HighExprLowAffinity,500,HighExpr,LowAffinity
94,1.879478,IL2,HighExprLowAffinity,500,HighExpr,LowAffinity
18,0.360181666666667,IL2,HighExprLowAffinity,5000,HighExpr,LowAffinity
44,0,IL2,HighExprLowAffinity,5000,HighExpr,LowAffinity
68,3.16558833333333,IL2,HighExprLowAffinity,5000,HighExpr,LowAffinity
94,20.3621323333333,IL2,HighExprLowAffinity,5000,HighExpr,LowAffinity
18,4.424831,IL2,HighExprLowAffinity,50000,HighExpr,LowAffinity
44,1.36517733333333,IL2,HighExprLowAffinity,50000,HighExpr,LowAffinity
68,10.5918383333333,IL2,HighExprLowAffinity,50000,HighExpr,LowAffinity
94,3.41451333333333,IL2,HighExprLowAffinity,50000,HighExpr,LowAffinity
18,0,IL6,HighExprLowAffinity,0,HighExpr,LowAffinity
44,0,IL6,HighExprLowAffinity,0,HighExpr,LowAffinity
68,0,IL6,HighExprLowAffinity,0,HighExpr,LowAffinity
94,0,IL6,HighExprLowAffinity,0,HighExpr,LowAffinity
18,0,IL6,HighExprLowAffinity,0.5,HighExpr,LowAffinity
44,0,IL6,HighExprLowAffinity,0.5,HighExpr,LowAffinity
68,0,IL6,HighExprLowAffinity,0.5,HighExpr,LowAffinity
94,0,IL6,HighExprLowAffinity,0.5,HighExpr,LowAffinity
18,0,IL6,HighExprLowAffinity,5,HighExpr,LowAffinity
44,0,IL6,HighExprLowAffinity,5,HighExpr,LowAffinity
68,0,IL6,HighExprLowAffinity,5,HighExpr,LowAffinity
94,75.8022533333333,IL6,HighExprLowAffinity,5,HighExpr,LowAffinity
18,16.46224,IL6,HighExprLowAffinity,50,HighExpr,LowAffinity
44,0,IL6,HighExprLowAffinity,50,HighExpr,LowAffinity
68,33.8473366666667,IL6,HighExprLowAffinity,50,HighExpr,LowAffinity
94,84.1853633333333,IL6,HighExprLowAffinity,50,HighExpr,LowAffinity
18,46.28123,IL6,HighExprLowAffinity,500,HighExpr,LowAffinity
44,63.9344066666667,IL6,HighExprLowAffinity,500,HighExpr,LowAffinity
68,129.643066666667,IL6,HighExprLowAffinity,500,HighExpr,LowAffinity
94,202.060566666667,IL6,HighExprLowAffinity,500,HighExpr,LowAffinity
18,60.2761566666667,IL6,HighExprLowAffinity,5000,HighExpr,LowAffinity
44,101.197483333333,IL6,HighExprLowAffinity,5000,HighExpr,LowAffinity
68,231.421133333333,IL6,HighExprLowAffinity,5000,HighExpr,LowAffinity
94,389.047266666667,IL6,HighExprLowAffinity,5000,HighExpr,LowAffinity
18,45.89839,IL6,HighExprLowAffinity,50000,HighExpr,LowAffinity
44,111.874476666667,IL6,HighExprLowAffinity,50000,HighExpr,LowAffinity
68,261.214633333333,IL6,HighExprLowAffinity,50000,HighExpr,LowAffinity
94,576.348766666667,IL6,HighExprLowAffinity,50000,HighExpr,LowAffinity
18,0,TNFa,HighExprLowAffinity,0,HighExpr,LowAffinity
44,0,TNFa,HighExprLowAffinity,0,HighExpr,LowAffinity
68,0,TNFa,HighExprLowAffinity,0,HighExpr,LowAffinity
94,0,TNFa,HighExprLowAffinity,0,HighExpr,LowAffinity
18,0,TNFa,HighExprLowAffinity,0.5,HighExpr,LowAffinity
44,0,TNFa,HighExprLowAffinity,0.5,HighExpr,LowAffinity
68,0,TNFa,HighExprLowAffinity,0.5,HighExpr,LowAffinity
94,0,TNFa,HighExprLowAffinity,0.5,HighExpr,LowAffinity
18,0,TNFa,HighExprLowAffinity,5,HighExpr,LowAffinity
44,0,TNFa,HighExprLowAffinity,5,HighExpr,LowAffinity
68,0,TNFa,HighExprLowAffinity,5,HighExpr,LowAffinity
94,0,TNFa,HighExprLowAffinity,5,HighExpr,LowAffinity
18,0,TNFa,HighExprLowAffinity,50,HighExpr,LowAffinity
44,0,TNFa,HighExprLowAffinity,50,HighExpr,LowAffinity
68,12.02619,TNFa,HighExprLowAffinity,50,HighExpr,LowAffinity
94,36.97107,TNFa,HighExprLowAffinity,50,HighExpr,LowAffinity
18,0,TNFa,HighExprLowAffinity,500,HighExpr,LowAffinity
44,38.5557966666667,TNFa,HighExprLowAffinity,500,HighExpr,LowAffinity
68,117.67384,TNFa,HighExprLowAffinity,500,HighExpr,LowAffinity
94,129.241876666667,TNFa,HighExprLowAffinity,500,HighExpr,LowAffinity
18,0,TNFa,HighExprLowAffinity,5000,HighExpr,LowAffinity
44,69.4316033333333,TNFa,HighExprLowAffinity,5000,HighExpr,LowAffinity
68,238.381,TNFa,HighExprLowAffinity,5000,HighExpr,LowAffinity
94,451.9058,TNFa,HighExprLowAffinity,5000,HighExpr,LowAffinity
18,0,TNFa,HighExprLowAffinity,50000,HighExpr,LowAffinity
44,76.1253733333333,TNFa,HighExprLowAffinity,50000,HighExpr,LowAffinity
68,310.292066666667,TNFa,HighExprLowAffinity,50000,HighExpr,LowAffinity
94,745.1658,TNFa,HighExprLowAffinity,50000,HighExpr,LowAffinity
18,0,IFNg,LowExprHighAffinity,0,LowExpr,HighAffinity
44,0,IFNg,LowExprHighAffinity,0,LowExpr,HighAffinity
68,0,IFNg,LowExprHighAffinity,0,LowExpr,HighAffinity
94,0,IFNg,LowExprHighAffinity,0,LowExpr,HighAffinity
18,0,IFNg,LowExprHighAffinity,0.5,LowExpr,HighAffinity
44,0,IFNg,LowExprHighAffinity,0.5,LowExpr,HighAffinity
68,0,IFNg,LowExprHighAffinity,0.5,LowExpr,HighAffinity
94,0,IFNg,LowExprHighAffinity,0.5,LowExpr,HighAffinity
18,0,IFNg,LowExprHighAffinity,5,LowExpr,HighAffinity
44,0,IFNg,LowExprHighAffinity,5,LowExpr,HighAffinity
68,0,IFNg,LowExprHighAffinity,5,LowExpr,HighAffinity
94,0,IFNg,LowExprHighAffinity,5,LowExpr,HighAffinity
18,0,IFNg,LowExprHighAffinity,50,LowExpr,HighAffinity
44,0,IFNg,LowExprHighAffinity,50,LowExpr,HighAffinity
68,0,IFNg,LowExprHighAffinity,50,LowExpr,HighAffinity
94,0,IFNg,LowExprHighAffinity,50,LowExpr,HighAffinity
18,0,IFNg,LowExprHighAffinity,500,LowExpr,HighAffinity
44,0,IFNg,LowExprHighAffinity,500,LowExpr,HighAffinity
68,0,IFNg,LowExprHighAffinity,500,LowExpr,HighAffinity
94,0,IFNg,LowExprHighAffinity,500,LowExpr,HighAffinity
18,0,IFNg,LowExprHighAffinity,5000,LowExpr,HighAffinity
44,0,IFNg,LowExprHighAffinity,5000,LowExpr,HighAffinity
68,0,IFNg,LowExprHighAffinity,5000,LowExpr,HighAffinity
94,0,IFNg,LowExprHighAffinity,5000,LowExpr,HighAffinity
18,0,IFNg,LowExprHighAffinity,50000,LowExpr,HighAffinity
44,0,IFNg,LowExprHighAffinity,50000,LowExpr,HighAffinity
68,0,IFNg,LowExprHighAffinity,50000,LowExpr,HighAffinity
94,0,IFNg,LowExprHighAffinity,50000,LowExpr,HighAffinity
18,0,IL6,LowExprHighAffinity,0,LowExpr,HighAffinity
44,0,IL6,LowExprHighAffinity,0,LowExpr,HighAffinity
68,0,IL6,LowExprHighAffinity,0,LowExpr,HighAffinity
94,0,IL6,LowExprHighAffinity,0,LowExpr,HighAffinity
18,0,IL6,LowExprHighAffinity,0.5,LowExpr,HighAffinity
44,0,IL6,LowExprHighAffinity,0.5,LowExpr,HighAffinity
68,0,IL6,LowExprHighAffinity,0.5,LowExpr,HighAffinity
94,0,IL6,LowExprHighAffinity,0.5,LowExpr,HighAffinity
18,0,IL6,LowExprHighAffinity,5,LowExpr,HighAffinity
44,0,IL6,LowExprHighAffinity,5,LowExpr,HighAffinity
68,0,IL6,LowExprHighAffinity,5,LowExpr,HighAffinity
94,0,IL6,LowExprHighAffinity,5,LowExpr,HighAffinity
18,0,IL6,LowExprHighAffinity,50,LowExpr,HighAffinity
44,0,IL6,LowExprHighAffinity,50,LowExpr,HighAffinity
68,0,IL6,LowExprHighAffinity,50,LowExpr,HighAffinity
94,0,IL6,LowExprHighAffinity,50,LowExpr,HighAffinity
18,0,IL6,LowExprHighAffinity,500,LowExpr,HighAffinity
44,7.44425,IL6,LowExprHighAffinity,500,LowExpr,HighAffinity
68,24.6377233333333,IL6,LowExprHighAffinity,500,LowExpr,HighAffinity
94,1.33818333333333,IL6,LowExprHighAffinity,500,LowExpr,HighAffinity
18,0,IL6,LowExprHighAffinity,5000,LowExpr,HighAffinity
44,14.6331346666667,IL6,LowExprHighAffinity,5000,LowExpr,HighAffinity
68,61.5549,IL6,LowExprHighAffinity,5000,LowExpr,HighAffinity
94,5.62813,IL6,LowExprHighAffinity,5000,LowExpr,HighAffinity
18,0,IL6,LowExprHighAffinity,50000,LowExpr,HighAffinity
44,0,IL6,LowExprHighAffinity,50000,LowExpr,HighAffinity
68,22.1188533333333,IL6,LowExprHighAffinity,50000,LowExpr,HighAffinity
94,0.787178666666667,IL6,LowExprHighAffinity,50000,LowExpr,HighAffinity
18,0,IL10,LowExprHighAffinity,0,LowExpr,HighAffinity
44,0,IL10,LowExprHighAffinity,0,LowExpr,HighAffinity
68,0,IL10,LowExprHighAffinity,0,LowExpr,HighAffinity
94,0,IL10,LowExprHighAffinity,0,LowExpr,HighAffinity
18,0,IL10,LowExprHighAffinity,0.5,LowExpr,HighAffinity
44,0,IL10,LowExprHighAffinity,0.5,LowExpr,HighAffinity
68,0,IL10,LowExprHighAffinity,0.5,LowExpr,HighAffinity
94,0,IL10,LowExprHighAffinity,0.5,LowExpr,HighAffinity
18,0,IL10,LowExprHighAffinity,5,LowExpr,HighAffinity
44,0,IL10,LowExprHighAffinity,5,LowExpr,HighAffinity
68,0,IL10,LowExprHighAffinity,5,LowExpr,HighAffinity
94,5.64741733333333,IL10,LowExprHighAffinity,5,LowExpr,HighAffinity
18,0,IL10,LowExprHighAffinity,50,LowExpr,HighAffinity
44,0,IL10,LowExprHighAffinity,50,LowExpr,HighAffinity
68,2.80177333333333,IL10,LowExprHighAffinity,50,LowExpr,HighAffinity
94,145.79573,IL10,LowExprHighAffinity,50,LowExpr,HighAffinity
18,0,IL10,LowExprHighAffinity,500,LowExpr,HighAffinity
44,0,IL10,LowExprHighAffinity,500,LowExpr,HighAffinity
68,32.9941183333333,IL10,LowExprHighAffinity,500,LowExpr,HighAffinity
94,75.4227666666667,IL10,LowExprHighAffinity,500,LowExpr,HighAffinity
18,0,IL10,LowExprHighAffinity,5000,LowExpr,HighAffinity
44,0,IL10,LowExprHighAffinity,5000,LowExpr,HighAffinity
68,58.2065633333333,IL10,LowExprHighAffinity,5000,LowExpr,HighAffinity
94,76.8740466666667,IL10,LowExprHighAffinity,5000,LowExpr,HighAffinity
18,0,IL10,LowExprHighAffinity,50000,LowExpr,HighAffinity
44,0,IL10,LowExprHighAffinity,50000,LowExpr,HighAffinity
68,15.63565,IL10,LowExprHighAffinity,50000,LowExpr,HighAffinity
94,128.038833333333,IL10,LowExprHighAffinity,50000,LowExpr,HighAffinity
18,0,IL2,LowExprHighAffinity,0,LowExpr,HighAffinity
44,0,IL2,LowExprHighAffinity,0,LowExpr,HighAffinity
68,0.925266666666667,IL2,LowExprHighAffinity,0,LowExpr,HighAffinity
94,1.44385933333333,IL2,LowExprHighAffinity,0,LowExpr,HighAffinity
18,0,IL2,LowExprHighAffinity,0.5,LowExpr,HighAffinity
44,0,IL2,LowExprHighAffinity,0.5,LowExpr,HighAffinity
68,0.842292,IL2,LowExprHighAffinity,0.5,LowExpr,HighAffinity
94,1.17419133333333,IL2,LowExprHighAffinity,0.5,LowExpr,HighAffinity
18,0,IL2,LowExprHighAffinity,5,LowExpr,HighAffinity
